article,publication-article
journal-article,publication-article
book,publication-book
book_section,publication-section
conference_item,conference-paper
dataset,dataset
experiment,publication-deliverable
journal_issue,publication-issue
lab_notes,labnotebook
monograph,publication-report
oral_history,publication-oralhistory
patent,publication-patent
software,software
teaching_resource,teachingresource
thesis,publication-thesis
video,video
website,other
other,other
image,other
